기준시간,원본시간,제목,미리보기
1일 전,13시간 전,[사설] 트럼트발 관세전쟁 대비 외투기업 관리 강화해야,"미국 등 주요 국가들은 전략산업 매각을 철저히 심사하고 '반도체지원법' 등으로 첨단산업을 유치하되, 국내 원자재 및 부품 사용 의무화, 고용 창출, 정보공개 등을 요구하며 자국 산업을 보호하고 있다. 한국에도 적용되는 경제협력개발기구(OECD) 다국적기업 가이드라인에는 인권 존중과 정리해고 시..."
1일 전,13시간 전,"美국무 ""상호관세 후 양자협상 가능""…한국은?","그러면서 ""트럼프 대통령이 말하고자 하는 것은 두 가지""라며 ""첫째 알루미늄, 철강, 반도체, 자동차 제조 등 핵심 산업에서 트럼프 대통령은 이들 산업을 보호하고 역량을 구축하려면 미국에서 생산할 수 있는 경제적 인센티브를 보장하는 것이라고 믿는다""라고 했습니다. 그는 또 ""두 번째는 글로벌이다...."
1일 전,12시간 전,"[시론] 트럼프 관세공략, 우리 선택은?","이미 우리에게도 자동차 관세25%가 4월 2일자로 예고된 상황이고 이때 반도체와 의약품도 예정되어 있다. 동시에 방위비 문제 등 모든 사안에 대한... 우리가 강점을 지닌 반도체와 배터리, 선박 제조 등 미국이 요구하는 분야를 묶어서 최대한 활용하는 방법이다. 트럼프 1기 때 유사한 관세정책으로 우리가 큰 부담..."
1일 전,12시간 전,엔비디아 'GTC 2025' 개막…관전 포인트는?,인공지능(AI) 반도체 시장 선두를 달리는 엔비디아의 젠슨 황 최고경영자(CEO)가 현지시간 17일 미국에서 막을 올리는 자사 AI 콘퍼런스에서 어떤 기술과 방향성을 제시할지 이목이 집중되고 있습니다. 엔비디아는 오는 17~21일(현지시간) 미국 캘리포니아 새너제이에서 세계 최대 AI 개발자...
1일 전,12시간 전,[글로벌 비즈 브리핑] 엔비디아 'GTC 2025' 개막…관전 포인트는? 外,인공지능(AI) 반도체 시장 선두를 달리는 엔비디아의 젠슨 황 최고경영자(CEO)가 현지시간 17일 미국에서 막을 올리는 자사 AI 콘퍼런스에서 어떤 기술과 방향성을 제시할지 이목이 집중되고 있습니다. 엔비디아는 오는 17~21일(현지시간) 미국 캘리포니아 새너제이에서 세계 최대 AI 개발자 콘퍼런스인 ‘GTC...
1일 전,12시간 전,"트럼프 관세충격 "" 미국 소비심리 급속 냉각"" … 기대인플레 물가 폭발...",필라델피아 반도체지수도 3.27% 급등했다. 지수를 구성하는 30개 종목 중 마블테크놀로지를 제외한 나머지 종목이 모두 강세였다. 시카고상품거래소(CME) 페드워치툴에 따르면 연방기금금리 선물시장에서 6월 말까지 기준금리가 50bp 인하될 확률은 20%로 내려갔다. 전날 마감 무렵의 24.5%에서 하락했다....
1일 전,12시간 전,"""정수기 기사 남편, 자녀 앞 대기업 다니는 아내에 '공순이' 비아냥""","한 반도체 대기업에 다니는 아내에 대해 자식들에게 ""엄마는 공순이""라고 비아냥대는 남편이 거슬린다는 사연이 전해졌다. 지난 14일 직장인 익명 커뮤니티 '블라인드'에는 '남편이 자꾸 직업 가지고 비아냥거린다'는 제목의 글이 올라왔다. A 씨는 대기업 전임직으로 교대근무 한다며 ""올해로 15년 차다...."
1일 전,12시간 전,반도체 전문가 선임으로 반등 노린다…삼성전자 주주총회 미리보기,이투데이=이수진 기자 | 전영현·송재혁·이혁재 등 반도체 전문가 3인 선임 상정 ‘5만 전자’ 늪…주주들 어떻게 달랠까 AI홈·볼리·갤럭시 AI 등 공개 삼성전자가 반도체 전문가를 이사회에 대거 배치하는 등 경쟁력 재건에 돌입한다. 회사가 수개월째 ‘5만 전자’의 늪에서 빠져나오지 못하는 가운데 어떤...
1일 전,12시간 전,[성큼 다가온 로봇시대] 휴머노이드 로봇 ‘아이폰 모먼트’ 맞이하나…...,반도체 업계에서도 휴머노이드에 기대감을 감추지 않고 있다. 텍사스인스트루먼트(TI)는 앱트로닉의 아폴로 로봇 개발에 참여하고 있다. 퀄컴은 로봇 관절 모듈을 개발하는 중국 Ti5로보틱스와 앱트로닉이 협업한 ‘울트라 매그너스(Ultra Magnus)’에 고성능 연산 처리와 AI 추론 처리를 관장하는 고급...
1일 전,12시간 전,車·반도체·철강 점유율 추락…해외서 밀리는 한국 주력산업 [韓 제조...,"자동차, 배터리, 반도체, 디스플레이 등 한국 주력 산업들의 글로벌 존재감은 점차 위축되는 상황이다. 문제는 앞으로다. 도널드 트럼프 정부의... 그 중 반도체, 자동차, 디스플레이 등 상위 13대 품목이 국내 수출에서 60%를 책임진다. 수출로 먹고사는 한국 경제에서 제조업이 무너진다면 단순한 산업..."
1일 전,12시간 전,美 관세·中 공세도 벅찬데…정치권 ‘반기업법’ 발목 [韓 제조업이 무...,"이투데이=송영록 기자 | 자동차·반도체·배터리·철강 등 韓경제 주력 산업들 총체적 위기 재계 우려에도 상법개정안 통과 노란봉투법·통상임금도 큰... 자동차, 배터리, 반도체, 디스플레이 등 한국 주력 산업들의 글로벌 존재감은 점차 위축되는 상황이다. 문제는 앞으로다. 도널드 트럼프 정부의 ‘미국..."
1일 전,12시간 전,R&D 투자 상위기업 10년새 14개 실종 [韓 제조업이 무너진다①],"자동차, 배터리, 반도체, 디스플레이 등 한국 주력 산업들의 글로벌 존재감은 점차 위축되는 상황이다. 문제는 앞으로다. 도널드 트럼프 정부의... 대표적인 업종이 반도체다. 같은 기간 미국의 엔비디아는 2013년 대비 8.2배 증가한 79억 유로(약 13조 원)를 R&D에 쏟아부었다. 뒤를 이어 SK하이닉스 6.7배..."
1일 전,12시간 전,장관·靑수석 줄줄이 찾던 전문대…주목 받는 이유는,"대학교 반도체계열안에 '하이닉스반'이 만들어졌고 1기 40명 전원이 하이닉스에 취업했다. 영진전문대가 설명하는 주문식교육의 개념은 ""학교위주 교육에서 탈피, 산업현장에서 필요한 인력을 양성하는 것이고 이들이 취업하면 현장에 바로 투입될 수 있다""는 것이다. 이로인해 주문식교육의 개념은..."
1일 전,12시간 전,[엔고의 공포] 저무는 슈퍼엔저 시대…日소부장 의존도 높은 한국기업 ...,금속제품·반도체 등 의존도 높아 아주경제=장선아 기자 sunrise@ajunews.com [사진=게티이미지뱅크] 2023년부터 본격화된 '슈퍼엔저' 시대가 막을... 일본산 소재·부품을 많이 사용하는 국내 전자·반도체 산업의 성장이 절실한 시점에서 엔화 가치의 상승은 환차손으로 인한 수익성 악화를 가져올...
1일 전,12시간 전,[엔고의 공포] '화이트리스트' '요소수'에 데였던 정부...K소부장 자립화...,"대중·대일 의존도 여전히 높아 ""사업 지속 위한 정부 지원 필요"" 아주경제=최예지 기자 ruizhi@ajunews.com [사진=게티이미지뱅크] 일본의 반도체 핵심 소재... 이종환 상명대 시스템반도체학과 교수는 ""핵심적인 소부장 기술 경쟁력은 모두 외국에 있기에 우리나라 중소·중견 기업들이 무한 경쟁에 놓이게..."
1일 전,13시간 전,"미 국무 ""현 무역 불공정…상호관세 후 양자협상 통해 새 협정""","그러면서 ""트럼프 대통령은 알루미늄, 철강, 반도체, 자동차 제조 등 핵심 산업을 보호하고 역량을 구축하려면 미국에서 생산할 수 있는 경제적 인센티브를 보장해야 한다고 믿는다""라고 했습니다. 이어 ""우리는 미국에 부과하는 것과 동일한 관세를 상대국에 부과할 것""이라며 ""공정성과 상호성의 새로운 기준을..."
1일 전,11시간 전,"엔비디아 젠슨황 양자컴퓨팅 차세대 반도체 ""루빈"" 공개 … 뉴욕증시 비...","엔비디아 GTC 새 반도체 ""루빈"" 공개 … 뉴욕증시 비트코인 "" 블렉웰 울트라 폭발"" 엔비디아가 생성형 인공지능(AI)과 고성능 컴퓨팅 미래 비전을... 엔비디아 주가 상승 속에 반도체 관련주들도 동반 상승했다. 미 반도체 기업 브로드컴과 세계 최대 파운드리( 위탁생산) 업체 대만 TSMC 주가는 2.18..."
1일 전,14시간 전,"미 국무장관 ""현 무역 불공정…상호관세 후 양자협상 통해 새 협정""","그러면서 ""트럼프 대통령이 말하고자 하는 것은 두 가지""라며 ""첫째 알루미늄, 철강, 반도체, 자동차 제조 등 핵심 산업에서 트럼프 대통령은 이들 산업을 보호하고 역량을 구축하려면 미국에서 생산할 수 있는 경제적 인센티브를 보장하는 것이라고 믿는다""라고 했습니다. 그는 또 ""두 번째는 글로벌이다...."
1일 전,15시간 전,[이슈 디섹트] 트럼프 무차별 '관세 폭탄'에 아시아 경제 '전운',"특히, 자동차, 반도체 등 대미 수출 비중이 높은 업종은 트럼프 대통령의 발언 하나하나에 민감하게 반응하며 대응책 마련에 고심하고 있다. 일본, '면제 신청' 후 상황 주시…기업들, 공급망 다변화 검토 일본은 일단 미국에 관세 면제를 신청하고 상황을 관망하고 있다. 일본 정부는 이번 사태에 대해 '유감스럽다..."
1일 전,17시간 전,"""보수 과하다"" 주주 불만 여전한데…김준기·김남호, DB하이텍서 60억 챙...","17일 금융감독원 공시에 따르면 DB그룹 계열 반도체 제조사인 DB하이텍은 지난 13일 2024년도 사업보고서를 공개했다. 이를 살펴보면, 김준기 창업회장은 지난해 DB하이텍으로부터 급여 34억원, 기타근로소득 5300만원 등 총 34억5300만원을 받았다. 아들 김남호 회장은 급여 15억원, 상여 9억6300만원 등 총..."
1일 전,17시간 전,"""울산과 국가 미래에 기여하는 대학될 것""","연구 부문에서는 지난해 저차원 전도성 금속 및 고분자 복합 소재, 금속산화물 반도체 소재 분야에서 SCIE급에 총 15편의 논문을 발표한 이승구 에너지화학공학부 교수와 심혈관질환 및 중재시술 분야에서 420편의 국제 SCI 논문을 출간한 박덕우 의학과 교수가 각각 수상했다. 봉사 부문에서는 2021년부터..."
1일 전,17시간 전,"버핏 ‘주식 바구니’ 체크…스마트개미 ‘알짜 ETF’ 투자 [ETF, 글로벌...","AI(인공지능), 반도체 등 글로벌 주식시장을 견인해 온 기술 IT주 주가가 낙폭을 키운 것도 특징이다. 주가 조정 배경에는 미국 트럼프 행정부의 고율 관세 정책이 예상보다 완고하다는 점이 꼽혔다. 또 미국을 중심으로 밸류에이션 부담이 누적된 상태라는 점도 배경 요인으로 지목됐다. 최근..."
1일 전,17시간 전,공매도 전면 재개 ‘카운트다운’…“高밸류 주의·펀더멘털 중요” [증...,"김 연구원은 ""연말 이후 신용잔고가 급등한 종목이 공매도 타깃이 될 가능성이 크다""며 ""조선, 기계(원전, 전력기기, 건설기계, 로봇), 상사자본재(방산, 지주사), 건강관리, 반도체, IT하드웨어, 소프트웨어 업종을 유의할 필요가 있다""고 제시했다. 노동길 신한투자증권 연구위원은 “공매도가 기본적으로..."
1일 전,16시간 전,"삼성물산, 스마트 로봇·AI 기술 현장 적용 [건설업계 스며든 AI]","주로 반도체 공장, 클린룸, 데이터센터 전산실 등에 도입된다. 플로어 로봇은 AMR(Autonom ous Mobile Robot)을 이용한 자율 주행 기술로 이동하며, 상부의... 초기 반도체 공장 외에 일반 빌딩과 주택 현장으로 확산해 적용하며 활용성도 커지고 있다. 특히 3세대 앵커 로봇은 신반포3 원베일리 아파트 건설 현장에..."
1일 전,16시간 전,[사설] 美 ‘민감 국가’ 지정 尹탓이라는 민주당 억지,특히 에너지·원자력·반도체 등의 분야에서 한국의 민감한 기술들이 중국에 전달될 가능성을 경계하고 있다. 이와 같은 기술 유출 우려뿐 아니다. 한국의 대(對)중국 외교 관계에 대한 경고성 메시지가 포함되어 있을 가능성도 높다. 한국이 향후 중국과의 관계에서 더 신중을 기할 필요가 있다는 신호이며...
1일 전,16시간 전,무협 “트럼프 ‘관세 폭탄’ 맞으면 대미수출 15조 급감”,다음 달 3일에는 한국 핵심 수출품인 자동차와 반도체에 각각 25% 이상 관세가 부과될 예정이다. 관세 파급력은 복합적이다. 미국 수입상대국 1~3위... 한국 최대 수출품목인 반도체는 대미 투자 압박을 받고 있다. 바이든 전 대통령 시절 삼성전자는 미국 텍사스주 테일러에 370억 달러를 들여 최첨단 파운드리...
1일 전,16시간 전,"최주선 삼성SDI 사장, D램·디스플레이 평정 완료···배터리도 초격차...","이끌었던 반도체 엔지니어 출신 경영자다. 그는 서울대 전자공학과 학사와 KAIST 전자공학과 석·박사를 받았다. 현대전자(현재 SK하이닉스)와 미국 마이크론을 거쳐 삼성전자에 입사해 메모리사업부 D램 설계팀장, D램 개발실장, 전략마케팅팀장, DS부문 미주총괄 등 요직을 거쳤다. 메모리 분야에서만..."
1일 전,16시간 전,논산형 ‘미래인재 양성교육’ 입학식 개최,"미래 신사업의 핵심으로 손꼽히는 반도체 분야 인재 발굴을 위한 ‘논산형 미래인재 양성교육’ 입학식이 13일 건양대학교 창의융합캠퍼스에서 개최됐다. 올해 3회차를 맞이한 ‘미래인재 양성교육’은 민선8기 핵심 공약사항 중 하나로 코딩, 인공지능(AI), 사이버보안, 메타버스 등 디지털 역량 강화를 통해..."
